read2_code,icd10_code,phecode
S347.,S82.8,800.0
S348.,S82.5,801.0
S349.,S82.6,801.0
S34x.,S82.8,800.0
S34y.,S82.8,800.0
S34z.,S82.8,800.0
S35..,S92.7,801.0
S350.,S92.0,800.4
S350.,S92.0,801.0
S3501,S92.0,800.4
S3501,S92.0,801.0
S351.,S92.0,800.4
S351.,S92.0,801.0
S352.,S92.3,801.0
S3520,S92.2,801.0
S3521,S92.1,801.1
S3521,S92.1,801.0
S3522,S92.2,801.0
S3523,S92.2,801.0
S3524,S92.2,801.0
S3527,S92.3,801.0
S3528,S92.1,801.1
S3528,S92.1,801.0
S3529,S92.1,801.1
S3529,S92.1,801.0
S352B,S92.3,801.0
S352C,S92.3,801.0
S352D,S92.3,801.0
S352E,S92.3,801.0
S352F,S92.7,801.0
S352H,S92.7,801.0
S352J,S92.3,801.0
S352z,S92.3,801.0
S3531,S92.1,801.1
S3531,S92.1,801.0
S3532,S92.2,801.0
S3533,S92.2,801.0
S3537,S92.3,801.0
S353J,S92.3,801.0
S354.,S92.0,800.4
S354.,S92.0,801.0
S355.,S92.1,801.1
S355.,S92.1,801.0
S356.,S92.3,801.0
S35z.,S92.3,801.0
S36..,S92.9,801.1
S36..,S92.9,801.0
S360.,S92.9,801.1
S360.,S92.9,801.0
S3600,S92.9,801.1
S3600,S92.9,801.0
S3601,S92.9,801.1
S3601,S92.9,801.0
S3602,S92.9,801.1
S3602,S92.9,801.0
S3603,S92.9,801.1
S3603,S92.9,801.0
S361.,S92.9,801.1
S361.,S92.9,801.0
S3610,S92.9,801.1
S3610,S92.9,801.0
S3612,S92.9,801.1
S3612,S92.9,801.0
S362.,S92.4,801.0
S3620,S92.4,801.0
S3621,S92.4,801.0
S363.,S92.9,801.1
S363.,S92.9,801.0
S36z.,S92.9,801.1
S36z.,S92.9,801.0
S37..,T12,800.0
S370.,T12,800.0
S371.,T12,800.0
S3X..,S82.9,800.0
S3x3.,S82.7,800.0
S3x4.,S92.7,801.0
S3xz.,T02.3,800.0
S3y..,T02.8,1009.0
S40..,S03.0,830.0
S400.,S03.0,830.0
S402.,S03.0,830.0
S40z.,S03.0,830.0
S41..,S43.0,830.0
S410.,S43.0,830.0
S4100,S43.0,830.0
S4101,S43.0,830.0
S4102,S43.0,830.0
S4103,S43.0,830.0
S4104,S43.1,830.0
S410z,S43.0,830.0
S4110,S43.0,830.0
S4111,S43.0,830.0
S4114,S43.1,830.0
S412.,S43.0,830.0
S4120,S43.0,830.0
S4121,S43.1,830.0
S4131,S43.1,830.0
S41z.,S43.0,830.0
S42..,S53.1,830.0
S420.,S53.1,830.0
S420z,S53.1,830.0
S422.,S53.1,830.0
S424.,S53.0,830.0
S42z.,S53.1,830.0
S43..,S63.0,830.0
S4300,S63.0,830.0
S4301,S63.0,830.0
S4304,S63.0,830.0
S4305,S63.0,830.0
S4334,S63.0,830.0
S43z.,S63.0,830.0
S44..,S63.1,830.0
S440.,S63.1,830.0
S4400,S63.1,830.0
S4402,S63.1,830.0
S4404,S63.1,830.0
S4405,S63.1,830.0
S440z,S63.1,830.0
S4411,S63.1,830.0
S4415,S63.1,830.0
S442.,S63.1,830.0
S4421,S63.1,830.0
S4423,S63.1,830.0
S4434,S63.1,830.0
S44z.,S63.1,830.0
S45..,S73.0,830.0
S450.,S73.0,830.0
S45z.,S73.0,830.0
S46..,S83.1,830.0
S460.,S83.2,830.0
S4600,S83.2,830.0
S4601,S83.2,830.0
S4602,S83.2,830.0
S4603,S83.2,830.0
S4605,S83.2,830.0
S461.,S83.2,830.0
S4610,S83.2,830.0
S4611,S83.2,830.0
S4612,S83.2,830.0
S4613,S83.2,830.0
S4615,S83.2,830.0
S462.,S83.2,830.0
S463.,S83.0,830.0
S465.,S83.1,830.0
S467.,S83.0,830.0
S46B.,S83.3,840.0
S46B.,S83.3,830.0
S46C.,S83.7,1009.0
S46D.,M22.1,742.2
S46z.,S83.1,830.0
S47..,S93.0,830.0
S470.,S93.0,830.0
S471.,S93.0,830.0
S47z.,S93.0,830.0
S480.,S93.3,830.0
S4803,S93.3,830.0
S4804,S93.3,830.0
S4805,S93.1,830.0
S4806,S93.1,830.0
S480A,S93.1,830.0
S4826,S93.1,830.0
S48z.,S93.3,830.0
S490.,S13.1,830.0
S4902,S13.1,830.0
S4903,S13.1,830.0
S4920,S33.1,830.0
S4921,S23.1,830.0
S4941,S33.2,830.0
S4962,S43.2,830.0
S4984,S13.1,830.0
S4987,S13.1,830.0
S49E2,S43.2,830.0
S49G.,S03.1,830.0
S49X0,S33.3,915.0
S49X0,S33.3,1009.0
S49X0,S33.3,830.0
S4A0.,S42.9,803.1
S4A00,S42.9,803.1
S4A01,S42.8,1009.0
S4A1.,S42.9,803.1
S4A2.,S42.9,803.1
S4A20,S42.9,803.1
S4A21,S42.8,1009.0
S4B..,S52.0,803.2
S4B0.,S52.0,803.2
S4B00,S52.0,803.2
S4B01,S52.0,803.2
S4B2.,S52.0,803.2
S4C..,S62.8,804.0
S4C0.,S62.8,804.0
S4C00,S52.6,804.0
S4C01,S52.8,803.0
S4C0y,S62.1,804.0
S4C2.,S62.8,804.0
S4C20,S52.6,804.0
S4D0.,S62.6,804.0
S4D00,S62.6,804.0
S4D01,S62.3,804.0
S4D04,S62.6,804.0
S4D1.,S62.6,804.0
S4D14,S62.6,804.0
S4D2.,S62.6,804.0
S4D21,S62.3,804.0
S4D25,S62.2,804.0
S4E..,S72.0,800.1
S4E0.,S72.0,800.1
S4F..,S82.8,800.0
S4F0.,S82.8,800.0
S4F2.,S82.8,800.0
S4F7.,S82.8,800.0
S4G..,S82.8,800.0
S4G0.,S82.8,800.0
S4G2.,S82.8,800.0
S4G3.,S82.8,800.0
S4H..,S92.9,801.1
S4H..,S92.9,801.0
S4H0.,S92.9,801.1
S4H0.,S92.9,801.0
S4H00,S92.1,801.1
S4H00,S92.1,801.0
S4H04,S92.9,801.1
S4H04,S92.9,801.0
S4H1.,S92.9,801.1
S4H1.,S92.9,801.0
S4H13,S92.3,801.0
S4H2.,S92.9,801.1
S4H2.,S92.9,801.0
S4H23,S92.3,801.0
S4J00,S22.2,807.0
S4J00,S22.2,805.0
S4J01,S32.8,1009.0
S4J01,S32.8,915.0
S4J02,S42.0,803.3
S4J10,S22.2,807.0
S4J10,S22.2,805.0
S4J11,S32.8,1009.0
S4J11,S32.8,915.0
S4J21,S32.8,1009.0
S4J21,S32.8,915.0
S50..,S43.7,1009.0
S503.,S43.7,1009.0
S504.,S46.0,726.0
S505.,S43.7,1009.0
S506.,S43.7,1009.0
S50X.,S43.7,1009.0
S50w.,S43.7,1009.0
S50x.,S46.8,1009.0
S50z.,S49.9,1009.0
S51x.,S59.8,1009.0
S51z.,S59.8,1009.0
S520.,S63.5,840.0
S5200,S63.5,840.0
S5204,S63.5,840.0
S520F,S63.5,840.0
S520z,S63.5,840.0
S521.,S63.7,840.0
S5210,S63.7,840.0
S5212,S63.6,840.0
S5213,S63.6,840.0
S521z,S63.7,840.0
S522.,S63.6,840.0
S5220,S63.6,840.0
S5221,S63.6,840.0
S5222,S63.6,840.0
S5223,S63.6,840.0
S5226,S63.6,840.0
S5227,S63.6,840.0
S523.,S63.6,840.0
S5230,S63.6,840.0
S5232,S63.6,840.0
S5235,S63.6,840.0
S523A,S63.4,840.3
S523A,S63.4,840.0
S523B,S63.4,840.3
S523B,S63.4,840.0
S523C,S63.4,840.3
S523C,S63.4,840.0
S524.,S66.9,1009.0
S5241,S66.6,1009.0
S525.,S66.8,1009.0
S526.,S66.8,1009.0
S52z.,S63.6,840.0
S53..,S73.1,1009.0
S530.,S73.1,1009.0
S532.,S73.1,1009.0
S533.,S76.1,1009.0
S534.,S76.1,1009.0
S535.,S76.3,1009.0
S53y.,S73.1,1009.0
S53z.,S76.4,1009.0
S540.,S83.4,1009.0
S5400,S83.4,1009.0
S5401,S83.4,1009.0
S541.,S83.4,1009.0
S5410,S83.4,1009.0
S5411,S83.4,1009.0
S542.,S83.5,1009.0
S5421,S83.5,1009.0
S5422,S83.5,1009.0
S543.,S83.6,1009.0
S544.,S86.1,1009.0
S545.,S83.6,1009.0
S54w.,S83.6,1009.0
S54x1,S86.1,1009.0
S54y.,S83.6,1009.0
S55..,S99.8,1009.0
S550.,S94.3,907.0
S5500,S94.3,907.0
S5501,S94.3,907.0
S5502,S94.3,907.0
S5504,S86.0,1009.0
S550z,S94.3,907.0
S551.,S93.6,1009.0
S5510,S93.6,1009.0
S5511,S93.6,1009.0
S5514,S93.6,1009.0
S551z,S93.6,1009.0
S55z.,S99.8,1009.0
S56..,S33.7,915.0
S56..,S33.7,1009.0
S560.,S33.7,915.0
S560.,S33.7,1009.0
S561.,S33.7,915.0
S561.,S33.7,1009.0
S5611,S33.7,915.0
S5611,S33.7,1009.0
S562.,S33.7,915.0
S562.,S33.7,1009.0
S56z.,S33.7,915.0
S56z.,S33.7,1009.0
S57..,T09.2,915.0
S57..,T09.2,1009.0
S570.,S13.6,1009.0
S570.,S13.6,870.6
S5700,S13.6,1009.0
S5700,S13.6,870.6
S570z,S13.6,1009.0
S570z,S13.6,870.6
S572.,S33.7,915.0
S572.,S33.7,1009.0
S573.,S33.7,915.0
S573.,S33.7,1009.0
S5730,S33.7,915.0
S5730,S33.7,1009.0
S5731,S33.7,915.0
S5731,S33.7,1009.0
S574.,S33.7,915.0
S574.,S33.7,1009.0
S57X.,S33.7,915.0
S57X.,S33.7,1009.0
S57z.,T09.2,915.0
S57z.,T09.2,1009.0
S57z0,M62.6,729.0
S58..,S43.0,830.0
S580.,S43.1,830.0
S58z.,S43.0,830.0
S5A0C,S63.3,840.0
S5A0D,S63.3,840.0
S5A0G,S63.3,840.0
S5A1.,S63.4,840.3
S5A1.,S63.4,840.0
S5A11,S63.4,840.3
S5A11,S63.4,840.0
S5A13,S63.4,840.3
S5A13,S63.4,840.0
S5A2.,S63.4,840.3
S5A2.,S63.4,840.0
S5B..,S73.1,1009.0
S5C..,S83.6,1009.0
S5C0.,S83.4,1009.0
S5C1.,S83.4,1009.0
S5C2.,S83.5,1009.0
S5C3.,S83.5,1009.0
S5D0.,S94.3,907.0
S5D01,S94.3,907.0
S5G..,S51.0,871.0
S5H1.,S61.0,871.0
S5K2.,S81.0,871.0
S5K2.,S81.0,1009.0
S5K3.,S81.0,871.0
S5K3.,S81.0,1009.0
S5M0.,S31.0,870.0
S5Q..,S46.9,1009.0
S5Q0.,S46.0,726.0
S5Q1.,S46.8,1009.0
S5Q2.,S46.0,726.0
S5Q6.,S46.0,726.0
S5R0.,S66.7,1009.0
S5Rz.,S66.9,1009.0
S5S..,S66.4,1009.0
S5S1.,S66.2,1009.0
S5T..,S66.5,1009.0
S5T2.,S66.3,1009.0
S5T3.,S66.3,1009.0
S5U..,S76.0,1009.0
S5U0.,S76.1,1009.0
S5U1.,S76.3,1009.0
S5U2.,S76.1,1009.0
S5Uz.,S76.4,1009.0
S5V0.,S86.0,1009.0
S5V1.,S86.1,1009.0
S5V3.,S96.2,1009.0
S5Vz.,S96.2,1009.0
S5y51,S33.7,915.0
S5y51,S33.7,1009.0
S5y5z,S33.7,915.0
S5y5z,S33.7,1009.0
S5yX.,S23.5,1009.0
S5yz1,M62.6,729.0
S6...,S06.9,819.0
S60..,S06.0,817.0
S600.,S06.0,817.0
S601.,S06.0,817.0
S605.,S06.0,817.0
S60z.,S06.0,817.0
S61..,S06.2,819.0
S61xz,S06.2,819.0
S62..,S06.8,1009.0
S62..,S06.8,819.0
S620.,S06.6,818.0
S622.,S06.5,818.0
S624.,S06.4,818.0
S624.,S06.4,430.0
S628.,S06.5,818.0
S629.,S06.5,818.0
S62A.,S06.4,818.0
S62A.,S06.4,430.0
S630.,S06.8,1009.0
S630.,S06.8,819.0
S64..,S06.9,819.0
S640.,S06.9,819.0
S6400,S06.9,819.0
S6401,S06.9,819.0
S6402,S06.9,819.0
S643.,S06.2,819.0
S644.,S06.3,819.0
S646.,S09.9,1009.0
S6460,S09.9,1009.0
S647.,S06.9,819.0
S64z.,S06.9,819.0
S70..,S27.2,1008.0
S700.,S27.0,1008.0
S702.,S27.1,1008.0
S706.,S27.0,1008.0
S707.,S27.1,1008.0
S708.,S27.2,1008.0
S7121,S27.3,1008.0
S730.,S36.3,1008.0
S734.,S36.8,1008.0
S7342,S36.5,1008.0
S7355,S36.6,1008.0
S73A1,S30.8,915.0
S75..,S36.0,1008.0
S7500,S36.0,1008.0
S7501,S36.0,1008.0
S75z.,S36.0,1008.0
S76..,S37.0,1008.0
S760.,S37.0,1008.0
S7601,S37.0,1008.0
S76z.,S37.0,1008.0
S77..,S37.9,1008.0
S7700,S37.2,1008.0
S7701,S37.3,1008.0
S777.,S37.2,1008.0
S778.,S37.3,1008.0
S78..,S36.9,1008.0
S7804,S36.8,1008.0
S791.,T14.9,1009.0
S79z.,T14.9,1009.0
S7z..,T14.9,1009.0
S8...,T01.8,1009.0
S80..,S01.1,870.1
S80..,S01.1,870.3
S800.,S01.1,870.1
S800.,S01.1,870.3
S803.,S05.4,1001.0
S804.,S05.4,1001.0
S81..,S05.9,916.0
S81..,S05.9,870.1
S81..,S05.9,915.0
S813.,S05.7,870.1
S814.,S05.3,870.1
S817.,S05.6,870.1
S818.,S05.5,1001.0
S81z.,S05.9,916.0
S81z.,S05.9,870.1
S81z.,S05.9,915.0
S82..,S01.3,870.2
S8202,S01.3,870.2
S822.,S08.1,872.0
S82v0,S09.2,1009.0
S82z.,S01.3,870.2
S83..,S01,870.3
S830.,S01.0,870.3
S831.,S01.0,870.3
S832.,S01.2,870.4
S834.,S01.8,870.3
S8340,S01.8,870.3
S8341,S01.4,870.3
S8342,S01.8,870.3
S8343,S01.1,870.1
S8343,S01.1,870.3
S8344,S01.5,870.5
S8344,S01.5,870.3
S8345,S01.5,870.5
S8345,S01.5,870.3
S8346,S01.8,870.3
S834x,S01.7,870.3
S834z,S01.8,870.3
S835.,S01.8,870.3
S8352,S01.8,870.3
S836.,S01.5,870.5
S836.,S01.5,870.3
S8360,S01.5,870.5
S8360,S01.5,870.3
S8361,S01.5,870.5
S8361,S01.5,870.3
S8362,S01.5,870.5
S8362,S01.5,870.3
S8363,S02.5,873.0
S8363,S02.5,819.0
S8364,S01.5,870.5
S8364,S01.5,870.3
S8367,S03.2,525.0
S8367,S03.2,830.0
S8373,S02.5,873.0
S8373,S02.5,819.0
S83x.,S01.8,870.3
S83z.,S01.9,870.3
S84..,S11.9,870.6
S84z.,S11.9,870.6
S85..,S21.9,870.0
S8500,S21.9,870.0
S855.,S21.2,1008.0
S855.,S21.2,870.0
S855.,S21.2,1009.0
S85z.,S21.9,870.0
S86..,S21.2,1008.0
S86..,S21.2,870.0
S86..,S21.2,1009.0
S860.,S21.2,1008.0
S860.,S21.2,870.0
S860.,S21.2,1009.0
S87..,S31.0,870.0
S870.,S31.0,870.0
S87z.,S31.0,870.0
S880.,S31.2,870.8
S8801,S31.2,870.8
S882.,S31.3,870.8
S884.,S31.4,870.8
S886.,S31.4,870.8
S890.,S21.0,870.0
S892.,S31.1,1008.0
S892.,S31.1,870.0
S8921,S31.1,1008.0
S8921,S31.1,870.0
S8943,S31.1,1008.0
S8943,S31.1,870.0
S89y.,T01.9,870.6
S89y.,T01.9,1008.0
S89y.,T01.9,1009.0
S9003,S41.1,871.0
S9030,S41.0,871.0
S910.,S51.9,871.0
S9100,S51.9,871.0
S9101,S51.0,871.0
S9102,S61.9,871.0
S9103,S61.8,871.0
S9104,S61.8,871.0
S910z,S51.9,871.0
S9112,S61.9,871.0
S912.,S56.8,1009.0
S9120,S56.8,1009.0
S9122,S56.8,1009.0
S9124,S66.1,1009.0
S9125,S66.3,1009.0
S92..,S61.9,871.0
S920.,S61.9,871.0
S9200,S61.8,871.0
S9201,S61.8,871.0
S921.,S61.9,871.0
S922.,S66.9,1009.0
S9220,S66.7,1009.0
S9221,S66.1,1009.0
S9222,S66.7,1009.0
S9223,S66.1,1009.0
S923.,S61.9,871.0
S92z.,S61.9,871.0
S930.,S61.0,871.0
S9300,S61.0,871.0
S9301,S61.0,871.0
S9302,S61.0,871.0
S931.,S61.0,871.0
S932.,S66.9,1009.0
S9321,S66.1,1009.0
S9323,S66.3,1009.0
S9324,S66.3,1009.0
S9325,S66.0,1009.0
S9326,S66.2,1009.0
S932B,S66.3,1009.0
S932D,S66.2,1009.0
S933.,S61.0,871.0
S9332,S61.9,871.0
S935.,S61.1,871.0
S936.,S61.1,871.0
S937.,S61.1,871.0
S938.,S61.1,871.0
S93z.,S61.0,871.0
S95..,S68.0,872.0
S9504,S68.0,872.0
S96..,S68.1,872.0
S960.,S68.1,872.0
S9601,S68.1,872.0
S9603,S68.1,872.0
S9606,S68.1,872.0
S96z.,S68.1,872.0
SA...,T13.1,871.0
SA...,T13.1,1009.0
SA0..,S71.8,870.0
SA001,S71.1,871.0
SA024,S76.1,1009.0
SA025,S76.3,1009.0
SA1..,S81.9,1009.0
SA1..,S81.9,871.0
SA10.,S81.9,1009.0
SA10.,S81.9,871.0
SA100,S81.0,871.0
SA100,S81.0,1009.0
SA101,S81.9,1009.0
SA101,S81.9,871.0
SA102,S91.0,871.0
SA102,S91.0,1009.0
SA110,S81.0,871.0
SA110,S81.0,1009.0
SA123,S76.1,1009.0
SA124,S86.0,1009.0
SA125,S76.1,1009.0
SA126,S86.0,1009.0
SA131,S81.9,1009.0
SA131,S81.9,871.0
SA16.,S99.7,1009.0
SA2..,S91.3,871.3
SA20.,S91.3,871.3
SA203,S91.3,871.3
SA21.,S91.3,871.3
SA2z.,S91.3,871.3
SA3..,S91.1,871.4
SA30.,S91.1,871.4
SA32.,S96.9,1009.0
SA34.,S91.2,871.4
SA3z.,S91.1,871.4
SA4..,T01.9,870.6
SA4..,T01.9,1008.0
SA4..,T01.9,1009.0
SA5..,S98.1,872.0
SA7..,T13.6,872.0
SA78.,S78.1,872.0
SAz..,T13.1,871.0
SAz..,T13.1,1009.0
SB...,T14.5,1007.0
SB0y0,S15.2,1007.0
SB1y2,S25.8,1007.0
SB20.,S35.0,1007.0
SB24.,S35.4,1007.0
SB3..,S45.9,1009.0
SB3..,S45.9,1007.0
SB30.,S45.9,1009.0
SB30.,S45.9,1007.0
SB321,S55.1,1007.0
SB322,S65.1,1007.0
SB33.,S55.0,1007.0
SB331,S55.0,1007.0
SB351,S65.5,1007.0
SB3y0,S65.4,1007.0
SB43z,S75.2,1007.0
SB48.,S95,1007.0
SC00.,T90.2,819.0
SC01.,T91.1,805.0
SC012,T91.1,805.0
SC16.,T95.2,1000.0
SC17.,T95.8,1000.0
SC19.,T95.9,1000.0
SC1A.,T95.2,1000.0
SC20.,T90.5,819.0
SC200,T90.5,819.0
SC20z,T90.5,819.0
SC22.,T91.3,907.0
SC39.,T90.4,819.0
SC3C0,T92.2,803.0
SC3C1,T92.3,830.0
SC3D1,T93.3,830.0
SC44.,T95,1012.0
SCX..,T90.9,1009.0
SCX..,T90.9,819.0
SD...,T14.0,915.0
SD0..,S00.8,915.0
SD00.,S00.9,915.0
SD000,S00.8,915.0
SD001,S10.9,915.0
SD002,S00.0,915.0
SD00z,S00.9,915.0
SD01.,S00.9,915.0
SD010,S00.8,915.0
SD011,S10.9,915.0
SD012,S00.0,915.0
SD02.,S00.9,915.0
SD020,S00.8,915.0
SD022,S00.0,915.0
SD030,S00.8,915.0
SD031,S10.9,915.0
SD04.,S00.9,915.0
SD040,S00.8,915.0
SD041,S10.9,915.0
SD05.,S00.9,915.0
SD051,S10.9,915.0
SD0y.,S00.9,915.0
SD0y0,S00.8,915.0
SD0y1,S10.9,915.0
SD0y2,S00.0,915.0
SD0z0,S00.8,915.0
SD101,S20.8,1009.0
SD104,S30.9,915.0
SD105,S30.8,915.0
SD106,S30.8,915.0
SD108,S30.8,915.0
SD109,S30.8,915.0
SD10A,S30.8,915.0
SD10B,S30.8,915.0
SD10C,S30.8,915.0
SD111,S20.8,1009.0
SD118,S30.8,915.0
SD11C,S30.8,915.0
SD121,S20.8,1009.0
SD12C,S30.8,915.0
SD12D,S30.8,915.0
SD131,S20.8,1009.0
SD132,S20.1,1009.0
SD132,S20.1,915.0
SD138,S30.8,915.0
SD139,S30.8,915.0
SD13A,S30.8,915.0
SD143,S30.8,915.0
SD147,S30.8,915.0
SD18.,S20.7,915.0
SD1y1,S20.8,1009.0
SD1y4,S30.9,915.0
SD1z4,S30.9,915.0
SD2..,S40.9,915.0
SD20.,S40.9,915.0
SD200,S40.9,915.0
SD202,S40.9,915.0
SD21.,S40.9,915.0
SD210,S40.9,915.0
SD212,S40.9,915.0
SD222,S40.9,915.0
SD223,S40.9,915.0
SD24.,S40.9,915.0
SD243,S40.9,915.0
SD25.,S40.9,915.0
SD271,S40.9,915.0
SD2y.,S40.9,915.0
SD2y0,S40.9,915.0
SD2y1,S40.9,915.0
SD2y3,S40.9,915.0
SD2z0,S40.9,915.0
SD30.,S50.9,915.0
SD300,S50.9,915.0
SD301,S50.9,915.0
SD302,S60.9,915.0
SD303,S60.8,915.0
SD31.,S50.9,915.0
SD310,S50.9,915.0
SD312,S60.9,915.0
SD32.,S50.9,915.0
SD34.,S50.9,915.0
SD341,S50.9,915.0
SD342,S60.9,915.0
SD35.,S50.9,915.0
SD39.,S60.7,915.0
SD3y0,S50.9,915.0
SD3y1,S50.9,915.0
SD3y2,S60.9,915.0
SD3z0,S50.9,915.0
SD4..,S60.9,915.0
SD40.,S60.9,915.0
SD400,S60.8,915.0
SD41.,S60.9,915.0
SD42.,S60.9,915.0
SD43.,S60.9,915.0
SD44.,S60.9,915.0
SD45.,S60.9,915.0
SD46.,S60.9,915.0
SD460,S60.8,915.0
SD47.,S60.9,915.0
SD4y.,S60.9,915.0
SD5..,S60.9,915.0
SD50.,S60.9,915.0
SD500,S60.9,915.0
SD501,S60.9,915.0
SD502,S60.9,915.0
SD51.,S60.9,915.0
SD52.,S60.9,915.0
SD53.,S60.9,915.0
SD54.,S60.9,915.0
SD55.,S60.9,915.0
SD56.,S60.9,915.0
SD57.,S60.9,915.0
SD5y.,S60.9,915.0
SD5z.,S60.9,915.0
SD600,S70.9,915.0
SD601,S70.9,915.0
SD602,S80.9,915.0
SD603,S80.9,915.0
SD604,S90.9,915.0
SD612,S80.9,915.0
SD613,S80.9,915.0
SD614,S90.9,915.0
SD623,S80.9,915.0
SD632,S80.9,915.0
SD633,S80.9,915.0
SD643,S80.9,915.0
SD644,S90.9,915.0
SD653,S80.9,915.0
SD654,S90.9,915.0
SD664,S90.9,915.0
SD665,S80.8,915.0
SD68.,S70.7,915.0
SD6A.,S90.7,915.0
SD6y0,S70.9,915.0
SD6y1,S70.9,915.0
SD6y2,S80.9,915.0
SD6y3,S80.9,915.0
SD6y4,S90.9,915.0
SD6z2,S80.9,915.0
SD6z3,S80.9,915.0
SD7..,S90.9,915.0
SD70.,S90.9,915.0
SD700,S90.9,915.0
SD701,S90.9,915.0
SD71.,S90.9,915.0
SD710,S90.9,915.0
SD711,S90.9,915.0
SD72.,S90.9,915.0
SD720,S90.9,915.0
SD721,S90.9,915.0
SD722,S90.9,915.0
SD72z,S90.9,915.0
SD73.,S90.9,915.0
SD730,S90.9,915.0
SD731,S90.9,915.0
SD73z,S90.9,915.0
SD74.,S90.9,915.0
SD75.,S90.9,915.0
SD750,S90.9,915.0
SD76.,S90.9,915.0
SD760,S90.9,915.0
SD761,S90.9,915.0
SD762,S90.8,915.0
SD771,S90.9,915.0
SD7y.,S90.9,915.0
SD7y0,S90.9,915.0
SD7y1,S90.9,915.0
SD7y2,S90.2,916.0
SD7z.,S90.9,915.0
SD7z1,S90.9,915.0
SD7zz,S90.9,915.0
SD80.,S00.2,915.0
SD800,S00.2,915.0
SD801,S00.2,915.0
SD802,S00.2,915.0
SD80z,S00.2,915.0
SD81.,S05.0,870.1
SD81.,S05.0,915.0
SD81.,S05.0,916.0
SD810,S05.0,870.1
SD810,S05.0,915.0
SD810,S05.0,916.0
SD811,S05.0,870.1
SD811,S05.0,915.0
SD811,S05.0,916.0
SD82.,S05.0,870.1
SD82.,S05.0,915.0
SD82.,S05.0,916.0
SD8z.,S05.9,916.0
SD8z.,S05.9,870.1
SD8z.,S05.9,915.0
SD9..,T14.0,915.0
SD90.,T14.0,915.0
SD91.,T14.0,915.0
SD92.,T14.0,915.0
SD93.,T14.0,915.0
SD94.,T14.0,915.0
SD95.,T14.0,915.0
SD96.,T14.0,915.0
SD960,T14.0,915.0
SD97.,T14.0,915.0
SD98.,T14.0,915.0
SD99.,T14.0,915.0
SD9y.,T14.0,915.0
SD9z.,T14.0,915.0
SDA..,S30.7,915.0
SDC..,T00,915.0
SDX..,S10.1,915.0
SDz..,T14.0,915.0
SE...,T14.0,915.0
SE0..,S00.8,915.0
SE00.,S00.8,915.0
SE01.,S00.8,915.0
SE02.,S00.3,915.0
SE03.,S00.5,915.0
SE04.,S00.5,915.0
SE05.,S00.4,915.0
SE07.,S10.0,916.0
SE08.,S10.9,915.0
SE09.,S00.0,915.0
SE0z.,S00.9,915.0
SE1..,S00.1,916.0
SE10.,S00.1,916.0
SE11.,S00.1,916.0
SE12.,S05.1,916.0
SE13.,S05.1,916.0
SE14.,S05.8,915.0
SE1z.,S05.8,915.0
SE20.,S20.0,916.0
SE21.,S20.2,916.0
SE22.,S30.1,916.0
SE221,S30.1,916.0
SE223,S30.1,916.0
SE231,S30.0,916.0
SE233,S30.0,916.0
SE234,S30.0,916.0
SE24.,S30.2,916.0
SE240,S30.2,916.0
SE241,S30.2,916.0
SE242,S30.2,916.0
SE243,S30.2,916.0
SE244,S30.2,916.0
SE24z,S30.2,916.0
SE25.,S30.0,916.0
SE30.,S40.0,916.0
SE300,S40.0,916.0
SE301,S40.0,916.0
SE303,S40.0,916.0
SE31.,S50.1,1009.0
SE310,S50.1,1009.0
SE311,S50.0,916.0
SE32.,S60.9,915.0
SE320,S60.2,916.0
SE321,S60.2,916.0
SE322,S60.2,916.0
SE323,S60.2,916.0
SE32z,S60.2,916.0
SE33.,S60.0,916.0
SE330,S60.0,916.0
SE331,S60.0,916.0
SE332,S60.1,916.0
SE40.,S70.9,915.0
SE400,S70.0,916.0
SE401,S70.1,916.0
SE41.,S80.1,916.0
SE410,S80.1,916.0
SE411,S80.0,916.0
SE42.,S90.3,1009.0
SE420,S90.3,1009.0
SE421,S90.0,916.0
SE42z,S90.3,1009.0
SE43.,S90.1,916.0
SE46.,T14.0,915.0
SE4y.,T00.9,915.0
SE4z.,T14.0,915.0
SEz..,T14.0,915.0
SF0..,S07.8,1006.0
SF001,S07.8,1006.0
SF02.,S17.9,1006.0
SF100,S38.0,1006.0
SF110,S38.1,1009.0
SF110,S38.1,915.0
SF112,S28.0,1008.0
SF112,S28.0,1006.0
SF11X,S38.1,1009.0
SF11X,S38.1,915.0
SF2..,T04.2,1006.0
SF20.,S47,1006.0
SF200,S47,1006.0
SF203,S47,1006.0
SF208,S47,1006.0
SF21.,S57.9,1006.0
SF210,S57.9,1006.0
SF211,S57.0,1006.0
SF22.,S67.8,1006.0
SF220,S67.8,1006.0
SF221,S67.8,1006.0
SF22z,S67.8,1006.0
SF23.,S67.0,1006.0
SF230,S67.0,1006.0
SF231,S67.0,1006.0
SF232,S67.0,1006.0
SF233,S67.0,1006.0
SF301,S77.0,1006.0
SF305,S77.0,1006.0
SF31.,S87.8,1009.0
SF310,S87.8,1009.0
SF311,S87.0,1006.0
SF32.,S97.8,1011.0
SF32.,S97.8,1006.0
SF320,S97.8,1011.0
SF320,S97.8,1006.0
SF321,S97.0,1006.0
SF322,S97.8,1011.0
SF322,S97.8,1006.0
SF323,S97.0,1006.0
SF32z,S97.8,1011.0
SF32z,S97.8,1006.0
SF33.,S97.1,1006.0
SG...,T19.9,1001.0
