ctv3_code,icd10_code,phecode
X00aA,H15.1,379.1
X00aB,H15.1,379.1
X00aC,H15.0,379.1
X00aE,H15.0,379.1
X00aF,H15.0,379.1
X00aJ,S05.6,870.1
X00aM,T15.8,1001
X00aQ,H15.8,379
X00aV,H18.9,364
X00aY,H16.0,370.1
X00aZ,H16.0,370.1
X00ad,H18.8,364
X00ag,H16.0,370.1
X00ah,H16.2,370.3
X00aj,H16.2,370.3
X00am,H16.3,370
X00an,H16.3,370
X00aq,H18.8,364
X00ar,L08.9,686
X00as,H16.1,370
X00au,H17.9,364.1
X00aw,H18.0,364
X00b7,H18.2,364.2
X00b8,H18.2,364.2
X00b9,H18.4,364.4
X00bA,H18.4,364.4
X00bB,H18.8,364
X00bE,H18.4,364.4
X00bF,H18.5,364.5
X00bG,H18.5,364.5
X00bH,H18.5,364.5
X00bI,H18.5,364.5
X00bJ,H18.5,364.5
X00bO,H18.5,364.5
X00bP,H18.5,364.5
X00bR,H18.4,364.4
X00bS,S05.8,915
X00bV,S05.6,870.1
X00bY,H18.0,364
X00bb,S05.8,915
X00bc,T86.8,851
X00be,H20.9,371.1
X00bg,H20.0,371.1
X00bh,H20.9,371.1
X00bm,S05.8,915
X00bq,S05.1,916
X00c7,H27.9,379.3
X00c8,Q12.9,753.1
X00c9,Q12.0,753.1
X00cH,H26.4,366
X00cO,H27.1,379.3
X00cU,H30.8,371.1
X00cX,H30.9,371.1
X00ca,B25.8,079
X00cc,H35.4,362.6
X00cl,H31.1,363.4
X00cp,H31.3,363
X00cr,H31.8,363
X00ct,H35.9,362
X00cv,H35.4,362.6
X00cx,H33.3,361
X00cy,H33.0,361.1
X00cz,H33.3,361
X00d0,T81.2,1015
X00d1,H35.3,362.29
X00d2,H33.3,361
X00d3,H33.0,361.1
X00d4,H33.0,361.1
X00dB,H35.0,362.4
X00dC,H35.2,362.3
X00dE,H35.2,362.3
X00dK,E78.5,272.1
X00dL,H35.0,362.4
X00dM,I78.1,217.1
X00dO,H35.0,362.4
X00dP,S05.8,915
X00dQ,H35.0,362.4
X00dT,H59.8,1011
X00db,H34.2,362.4
X00dd,H34.2,362.4
X00de,H34.8,362.4
X00df,H34.8,362.4
X00dg,H34.8,362.4
X00dk,H34.8,362.4
X00dm,H34.8,362.4
X00dn,H34.8,362.4
X00do,H34.8,362.4
X00dp,H35.5,362.7
X00dq,H35.5,362.7
X00dr,H35.5,362.7
X00ds,H35.5,362.7
X00dw,H35.5,362.7
X00dx,H35.8,362
X00dz,Q87.8,759
X00eF,H35.3,362.29
X00eG,H35.7,362.31
X00eL,H35.3,362.29
X00eN,D48.7,199
X00eQ,Q14.1,753.2
X00eS,C69.2,190
X00eT,C85.9,202.2
X00eV,H43.3,379.2
X00eY,H44.0,371
X00ea,H40.0,365
X00ec,H40.0,365
X00ed,H21.8,379.5
X00ee,H40.1,365.11
X00ef,H44.5,360
X00ei,H40.5,365
X00ek,D31.4,224.1
X00em,H40.8,365
X00er,H40.8,365
X00es,H59.8,1011
X00fF,H50.0,378.1
X00fL,H50.0,378.1
X00fM,H50.0,378.1
X00fQ,H50.1,378.1
X00fS,H50.1,378.1
X00fT,H50.1,378.1
X00fV,H50.2,378.1
X00fY,H50.3,378.1
X00fZ,H50.3,378.1
X00fc,G83.8,344
X00fo,H51.9,378
X00fs,H57.0,379.4
X00ft,H57.0,379.4
X00fv,H52.7,367
X00g3,H52.1,367.1
X00g4,H52.1,367.1
X00g5,H52.1,367.1
X00g6,H52.1,367.1
X00g9,H52.2,367.2
X00gK,H53.0,368.1
X00gN,H54.0,367.9
X00gP,H54.2,367.9
X00hg,J34.8,479
X00hh,J34.8,479
X00hi,J01.9,464
X00hj,H60.0,380.1
X00hj,H60.0,686.1
X00hk,H60.1,380.1
X00hm,H60.1,380.1
X00hn,H60.0,380.1
X00hn,H60.0,686.1
X00hp,H61.0,380
X00i3,S01.3,870.2
X00i5,H60.3,380.1
X00i6,H60.3,380.1
X00i8,H60.3,380.1
X00i9,H60.3,380.1
X00iB,H60.8,380.1
X00iC,H60.2,380.1
X00iD,H60.2,380.1
X00iF,H60.2,380.1
X00iG,H60.8,380.1
X00iH,H60.5,380.1
X00iJ,H60.5,380.1
X00iK,H60.5,380.1
X00iM,H60.8,380.1
X00iP,H60.8,380.1
X00iT,H60.5,380.1
X00iU,H60.8,380.1
X00iY,H61.8,380
X00iZ,H73.9,384
X00ia,H73.8,384
X00ib,H73.8,384
X00id,H72.2,384.4
X00if,S09.8,1009
X00ii,H74.9,385
X00ij,H74.8,385
X00ik,H66.9,381.11
X00ip,H66.9,381.11
X00iq,H66.0,381.11
X00is,H66.9,381.11
X00it,H66.3,381.11
X00iu,H65.4,381.1
X00iv,H65.9,381.1
X00iy,H73.8,384
X00iz,H73.8,384
X00j0,H69.9,381.2
X00j2,T70.0,1014
X00j3,H71,385.3
X00j4,H71,385.3
X00j7,H71,385.3
X00jA,H74.3,385.5
X00jH,H70.0,381.3
X00jI,H70.0,381.3
X00jL,H92.1,381.9
X00jM,H92.1,381.9
X00jN,H70.9,381.3
X00jP,H71,385.3
X00jQ,S02.1,819
X00jS,S02.1,819
X00jW,H81.0,386.1
X00jY,H81.0,386.1
X00jZ,H81.3,386.2
X00jb,H81.4,386.21
X00jc,H81.1,386.2
X00jf,H81.4,386.21
X00jg,H81.4,386.21
X00jh,H81.4,386.21
X00ji,H81.3,386.2
X00jj,R42,386.9
X00jl,F44.8,295
X00jm,H83.2,386.3
X00jo,H81.3,386.2
X00jp,H81.2,386.2
X00jp,H81.2,079
X00jq,S09.9,1009
X00jt,H83.9,386
X00k6,H83.0,386.3
X00kF,H93.1,389.4
X00kI,H93.1,389.4
X00kJ,H93.1,389.4
X00kK,H93.1,389.4
X00kL,H91.8,389
X00kO,H91.9,389
X00kP,H91.9,389
X00kQ,H91.9,389
X00kT,H90.5,389.1
X00kW,F44.6,303.4
X00ku,J34.8,479
X00kv,J00,465
X00kx,J00,465
X00ky,J31.0,472
X00kz,J31.0,472
X00l0,J31.0,472
X00l2,J31.0,472
X00l3,J30.3,476
X00l4,J30.3,476
X00l5,J30.3,476
X00l6,J30.3,476
X00l7,J30.3,476
X00l8,J30.3,476
X00l9,J30.4,476
X00lA,J30.3,476
X00lB,J30.3,476
X00lD,R04.0,477
X00lE,R04.0,477
X00lF,R04.0,477
X00lG,T81.0,850
X00lH,D68.9,286.7
X00lI,J34.8,479
X00lJ,J34.8,479
X00lK,J34.8,479
X00lL,J34.1,479
X00lN,J34.8,479
X00lO,D14.0,212
X00lQ,J34.8,479
X00lR,A18.4,010
X00lU,D86.8,697
X00lW,J39.9,479
X00lX,J39.8,479
X00lf,J34.8,479
X00lg,J34.2,470
X00li,S02.2,819
X00lj,S03.1,830
X00ll,J34.8,479
X00ln,J34.8,479
X00m0,J34.8,479
X00m4,J01.9,464
X00m8,J32.2,475
X00mA,J32.1,475
X00mB,D16.4,213
X00mD,J32.0,475
X00mF,J39.2,479
X00mG,J02.9,465.2
X00mH,B00.2,054
X00mL,B27.9,079.2
X00mS,B37.0,112
X00mX,J39.2,479
X00mZ,J39.2,479
X00mb,J38.7,473
X00mc,J39.2,479
X00mf,J39.2,479
X00mo,J35.9,474.2
X00mq,A69.1,130
X00ms,J36,474
X00mu,J35.0,474.2
X00mv,J35.1,474.2
X00mw,J35.8,474.2
X00mx,J35.8,474.2
X00n1,J04.0,465.4
X00n2,A69.1,130
X00n7,J05.1,465
X00n9,J05.1,465
X00nA,J37.0,473.1
X00nB,J38.1,473
X00nC,J38.3,473
X00nG,J38.6,473
X00nL,J38.3,473
X00nU,J38.0,473.3
X00nY,J38.7,473
X00nZ,J38.3,473
X00ne,J38.4,473
X00ng,I78.1,217.1
X00nj,D38.0,199
X00nk,S19.9,1009
X1002,J06.9,465
X1003,J06.9,465
X1004,J22,519.8
X1006,J40,497
X1007,J20.8,483
X1009,J20.0,041
X100B,J20.8,483
X100C,J21.9,483
X100E,J18.9,480
X100G,J18.9,480
X100H,J15.9,480.1
X100J,J13,480.11
X100L,A39.8,041
X100M,J18.0,480.5
X100N,J16.0,480.1
X100j,J40,497
X100l,Q33.4,748
X100m,J47,496.3
X100n,J47,496.3
X100o,J47,496.3
X100x,J94.9,507
X1010,J94.8,507
X1012,J90,507
X1015,S27.1,1008
X1017,J93.8,506
X101A,J93.1,506
X101B,J93.1,506
X101C,J93.0,506
X101D,S27.0,1008
X101N,N80.8,615
X101O,J94.1,507
X101P,J92.0,507
X101Q,J92.0,507
X101T,J92.9,507
X101U,J92.0,507
X101Z,Q87.8,759
X101d,Q87.8,759
X101i,J44.1,496.21
X101l,J44.8,496
X101n,J43.9,496.1
X101t,J45.0,495
X101u,J45.9,495
X101x,J45.0,495
X101y,J45.0,495
X101z,J45.9,495
X1020,J45.0,495
X1021,J45.0,495
X1022,J45.1,495
X1023,J45.1,495
X1024,J45.1,495
X1025,J45.0,495
X1029,J63.8,500.2
X102D,J46,495.2
X102G,J82,505
X102V,J84.9,504
X102X,J81,503
X102Y,I50.1,428.2
X102b,T70.2,1014
X102h,J80,509.2
X102j,J84.8,502
X102j,J84.8,504
X102u,J84.1,502
X102v,J84.1,502
X102x,J84.8,502
X102x,J84.8,504
X1032,J84.8,502
X1032,J84.8,504
X1034,J84.8,502
X1034,J84.8,504
X103B,J98.5,479
X103N,D86.1,697
X103Q,J98.6,513.8
X103V,J98.6,513.8
X103y,J96.9,509.1
X103y,J96.9,509.2
X1040,J96.9,509.1
X1040,J96.9,509.2
X1043,D86.0,697
X1044,D86.2,697
X104H,J39.8,479
X104b,J39.8,479
X104c,J39.8,479
X104d,J98.0,479
X104e,J98.0,479
X104f,J86.0,506
X104k,J40,497
X104o,J98.4,510
X104t,J98.0,479
X1053,S27.3,1008
X1059,R04.8,516.1
X2003,I51.9,414
X2006,I25.1,411.4
X2007,I20.0,411.1
X2008,I20.8,411.3
X2009,I20.0,411.1
X200A,I20.8,411.3
X200B,I20.1,411.3
X200C,I25.5,411.8
X200D,I25.6,411.8
X200E,I21.9,411.2
X200G,I21.0,411.2
X200I,I21.0,411.2
X200K,I21.1,411.2
X200L,I21.1,411.2
X200M,I21.4,411.2
X200P,I21.2,411.2
X200Q,I21.2,411.2
X200S,I21.3,411.2
X200V,I21.2,411.2
X200W,I25.2,411.2
X200X,I25.2,411.2
X200Y,I25.2,411.2
X200Z,I25.2,411.2
X200a,I21.9,411.2
X200c,I20.8,411.3
X200e,I23.3,411.2
X200h,I33.0,420.3
X200m,I38,420.3
X200n,D15.1,212
X200p,I05.9,394.2
X200r,I05.0,394.2
X200s,T82.8,854
X200u,I34.1,411.41
X200u,I34.1,394.2
X200u,I34.1,395.1
X200v,I34.1,411.41
X200v,I34.1,394.2
X200v,I34.1,395.1
X200y,I34.0,394.2
X200y,I34.0,395.1
X2011,I35.0,747.13
X2013,I35.0,747.13
X2015,I35.0,747.13
X2017,I35.1,394.3
X201B,Q23.9,747.1
X201G,I07.1,394.7
X201I,I37.0,395.4
X201L,I37.1,395.4
X201Q,I40.0,420.1
X201Y,I42.2,425.12
X201Z,I42.8,425.1
X201c,I42.0,425.1
X201h,I42.7,425
X201j,I31.9,420.2
X201k,I31.9,420.2
X201l,I30.1,420.21
X201m,I30.1,420.21
X201n,I30.1,420.21
X201u,I23.8,411.2
X201z,I31.3,420.2
X2024,I31.9,420.2
X2025,I47.9,427.1
X2027,I47.1,427.11
X2028,I47.1,427.11
X202B,I47.1,427.11
X202C,I47.1,427.11
X202F,I47.1,427.11
X202K,I47.2,427.12
X202N,I47.2,427.12
X202P,I47.2,427.12
X202Q,I49.8,427.3
X202R,I48,427.2
X202S,I48,427.2
X202T,I49.5,427.8
X202W,I49.9,427.5
X202Y,I45.9,426
X202Z,I44.3,426.2
X202a,I44.1,426.23
X202c,I44.2,426.24
X202d,I45.4,426.3
X202j,I49.8,427.3
X202l,I50.0,428.1
X202m,I46.9,427.42
X202n,I46.0,427.42
X202q,I21.9,411.2
X202t,I51.7,416
X202u,T82.9,854
X202x,I26.9,415
X202y,I26.9,415
X202z,I26.9,415
X2030,T79.1,958
X2032,D38.1,199
X203E,I27.9,415.2
X203L,I70.0,440.9
X203Q,I73.9,443.9
X203R,I73.9,443.9
X203T,I73.9,443.9
X203U,I73.9,443.9
X203W,I65.2,433.1
X203Y,Q25.3,747.13
X203b,I77.1,447.1
X203c,I77.1,447.1
X203d,I77.1,447.1
X203e,I25.1,411.4
X203h,I77.8,447
X203j,I74.9,444
X203k,I21.9,411.2
X203m,I74.0,444.2
X203n,I74.3,444.1
X203o,I74.2,444
X203s,I74.9,444
X203t,I65.0,433.1
X203u,I65.2,433.1
X203v,I21.9,411.2
X203w,I74.0,444.2
X203z,I74.5,444
X2041,I74.3,444.1
X2045,I77.1,447.1
X2048,I72.9,442
X2049,I72.9,442
X204A,I67.1,433.5
X204F,I60.9,430.1
X204L,I71.2,442.1
X204M,I71.6,442.1
X204N,I71.4,442.11
X204P,I72.4,442.3
X204R,I72.0,442.8
X204d,I71.0,442.1
X204e,I71.0,442.1
X204f,I25.4,411.41
X204z,I72.9,442
X2052,T35.7,1014
X2053,T35.7,1014
X2054,T69.0,1014
X2056,I77.6,446.9
X2058,I77.6,446.9
X205D,I77.6,446.9
X205G,I77.8,447
X205J,I77.3,447
X205P,I77.8,447
X205R,I73.9,443.9
X205T,T75.2,1015
X205U,T75.2,1015
X205X,I87.9,459.9
X205Y,I80.8,451
X205Z,I80.8,451
X205a,I80.8,451
X205b,I80.9,451
X205c,I80.0,451.2
X205d,I80.0,451.2
X205e,I80.2,451.2
X205g,I82.3,452
X205i,D73.5,289.5
X205l,I82.8,452
X205n,I80.1,451.2
X205o,I80.8,451
X205s,I80.9,451
X205v,I87.2,456
X205w,I87.2,456
X205y,I83.9,454.1
X2060,I83.9,454.1
X2061,I83.9,454.1
X2062,I83.9,454.1
X2063,I85.9,530.2
X2064,O22.1,671
X2065,I87.1,459
X206H,I87.8,459.9
X206K,I87.8,459.9
X206P,R58,459.1
X206U,T14.5,1007
X206Z,I89.0,450
X206a,I89.9,450
X206d,R59.9,289.4
X206f,D86.1,697
X206g,I88.9,289.4
X206i,I88.0,289.4
X206r,Q28.8,747
X206v,I89.1,450
X206w,I89.0,450
X206x,I89.0,450
X2074,R60.9,782.3
X207D,I89.8,450
X207E,I89.8,450
X207F,K66.8,568
X207L,Q27.8,747.2
X207N,Q28.8,747
X207O,Q28.9,747
X207U,Q27.9,747.2
X207d,Q27.9,747.2
X207f,Q27.9,747.2
X207k,Q87.3,759
X207p,Q27.3,447
X207q,Q28.2,747.2
X208C,R55,788
X208D,R55,788
X208E,R55,788
X208F,R55,788
X208I,F48.8,300
X208I,F48.8,306
X208I,F48.8,303
X208K,R55,788
X208L,R55,788
X208N,R55,788
X208R,I95.2,458.2
X208h,T78.8,949
X208m,R60.9,782.3
X208n,R60.9,782.3
X2094,T82.3,854
X209G,I77.0,447
X209H,I77.0,447
X209M,T82.8,854
X209R,T82.7,854
X209S,T82.1,854
X209e,T82.8,854
X209i,T82.1,854
X209k,T82.8,854
X209p,T82.8,854
X20Bk,R71,289.9
X20Bm,D75.8,289
X20Bn,E61.1,262
X20Bo,D75.8,289
X20Bp,D64.9,285
X20Br,D61.9,284
X20Bw,D50.8,280.1
X20Bz,D50.0,280.2
X20C1,D50.9,280.1
X20C6,D52.9,281.13
X20C7,D52.9,281.13
X20C8,D53.1,281.1
X20C9,D53.1,281.1
X20CC,D51.0,281.11
X20CE,D51.1,281.12
X20CK,D46.4,200
X20CL,D64.8,285
X20CN,D61.9,284
X20CQ,D60.9,284
X20CR,D61.8,284
X20Ce,D59.1,283.1
X20Cg,D59.1,283.1
X20Ci,D58.2,282.8
X20Ck,D56.3,282.8
X20Cn,D56.1,282.8
X20Cq,D56.2,282.8
X20Cy,D58.2,282.8
X20Cz,D58.2,282.8
X20D0,D58.2,282.8
X20D8,D75.1,289.8
X20D9,D75.1,289.8
X20DE,D55.0,282.9
X20Dc,D72.8,288
X20De,D70,288.11
X20Di,Q82.8,691
X20Dj,D70,288.11
X20Dn,D70,288.11
X20Do,D71,288
X20Dr,D72.1,288.3
X20E0,D71,288
X20ED,D66,286.13
X20EL,D68.0,286.11
X20EM,D68.0,286.11
X20EN,D68.0,286.11
X20EP,D68.0,286.11
X20EX,D68.8,286.7
X20EZ,D68.2,286.12
X20En,D69.9,287
X20Et,D69.1,287.4
X20F0,D69.1,287.4
X20F8,D69.3,287.31
X20FG,D69.4,287.31
X20FJ,D69.4,287.31
X20FK,D69.4,287.31
X20FU,D69.2,287
X20FX,D47.3,200
X20FY,D75.8,289
X20FZ,D73.9,289.5
X20Fd,D73.4,289.5
X20Fg,S36.0,1008
X20Fh,S36.0,1008
X20Fn,D73.8,289.5
X20Fo,T81.8,1011
X20Fs,T80.9,1011
X20G1,T86.0,860
X20GH,D86.8,697
X20GW,D86.3,697
X20GY,D86.3,697
X20GZ,D84.9,279.1
X20Ga,D84.8,279.1
X20Gc,D80.0,279.11
X20Gw,D80.3,279.11
X20Gy,D80.2,279.11
X20H3,D80.8,279.1
X20H6,D80.8,279.1
X20HO,D82.8,279.8
X20Hs,D84.1,697
X20Iq,T86.0,860
X20Ir,T86.0,860
X20OM,K92.9,569
X20OO,K00.9,520
X20OP,K00.0,520.1
X20OQ,K00.6,520.2
X20OR,K00.6,520.2
X20PI,K02.8,521.1
X20PL,K04.0,522.1
X20Pa,K04.9,522
X20Pe,K06.9,523
X20Pf,K05.1,523.1
X20Pj,K05.5,523
X20Pt,K06.1,523
X20Pu,K06.1,523
X20Py,K06.8,523
X20Pz,K06.8,523
X20Q2,K05.6,523
X20QC,K05.2,523.31
X20QM,K06.8,523
X20QN,K13.2,528.6
X20QO,K13.7,528
X20QP,K12.1,528.11
X20QV,L12.1,695.22
X20QX,K13.7,528
X20Qa,K05.5,523
X20Qc,K13.2,528.6
X20Qf,K13.2,528.6
X20Qg,K13.3,528.6
X20Qh,K13.2,528.6
X20Qm,K13.2,528.6
X20Qn,K13.7,528
X20Qp,K13.7,528
X20Qq,K13.7,528
X20Qr,K13.7,528
X20Qu,K13.7,528
X20R1,K13.7,528
X20R3,K13.4,528
X20R5,L43.9,695.7
X20R6,K13.7,528
X20R9,K13.7,528
X20RC,B00.2,054
X20RD,B00.2,054
X20RF,B00.2,054
X20RG,B00.2,054
X20RH,B02.8,053
X20RR,B49,117
X20RT,B37.0,112
X20RU,B37.2,112.3
X20RV,B37.2,112.3
X20RW,B37.0,112
X20Rh,D37.0,158
X20Rk,T88.8,1011
X20Rm,K07.1,526.3
X20Rn,K07.0,526.3
X20Ro,K07.0,526.3
X20Ru,K07.1,526.3
X20S1,K07.2,524.3
X20SN,K01.1,520.2
X20SO,K07.4,524.3
X20SP,K07.5,524
X20SQ,K07.5,524
X20SR,R25.2,350.1
X20SU,K09.2,526.1
X20SV,K09.0,526.1
X20SX,K09.0,526.1
X20Se,K09.8,706.2
X20Sf,K09.8,706.2
X20Sg,K10.2,526.5
X20Sh,K10.2,526.5
X20Sn,K10.8,526.9
X20So,K10.8,526.9
X20Sq,K10.0,526.9
X20Ss,K10.8,526.9
X20Su,K11.2,527.2
X20Sv,K11.2,527.2
X20Sw,K11.2,527.2
X20Sy,K11.2,527.2
X20Sz,K11.2,527.2
X20T0,K11.2,527.2
X20T1,K11.2,527.2
X20T3,K11.6,528.41
X20T4,K11.7,527.7
X20T5,K11.8,527.8
X20T8,D37.0,158
X20T9,K11.8,527.8
X20TG,L56.8,938
X20TH,K13.0,528.5
X20TI,K13.0,528.5
X20TK,K13.0,528.5
X3001,K59.8,564
X3003,K21.9,530.11
X3004,K21.0,530.14
X3005,K22.2,530.3
X3008,K20,530.1
X3009,K20,530.1
X300B,K20,530.1
X300C,K20,530.1
X300E,K20,530.1
X300G,K20,530.1
X300H,K20,530.1
X300R,C15.9,150
X300S,K22.2,530.3
X300V,K22.2,530.3
X300a,Q39.4,750.11
X300d,K22.2,530.3
X300g,K22.3,530
X300j,K22.4,530.5
X300k,K22.4,530.5
X300l,K22.8,530.2
X300m,K22.4,530.5
X300n,K22.2,530.3
X300o,J39.9,479
X300q,K92.8,569
X300r,K22.2,530.3
X300t,R54,290
X3010,K22.8,530.2
X301D,K31.9,537
X301E,K25.3,531.2
X301F,K25.3,531.2
X301L,K25.9,531.2
X301M,K25.9,531.2
X301N,K29.7,535
X301O,K29.0,535.1
X301Q,K29.6,535.8
X301R,K29.6,535.8
X301S,K29.6,535.8
X301T,K29.6,535.8
X301U,K29.6,535.8
X301V,K29.6,535.8
X301c,K31.8,537
X301d,K30,785
X301e,K91.1,539
X301f,K91.1,539
X301j,K91.4,853
X301n,K31.8,537
X301o,K25.5,531.2
X301s,K31.8,537
X301u,K25.0,531.1
X3025,K31.7,211
X3028,D13.1,211
X3029,K31.9,537
X302B,K26.9,531.3
X302G,K26.9,531.3
X302H,K29.8,535.6
X302I,K29.8,535.6
X302Q,K26.5,531.3
X302S,K31.8,537
X302V,K31.8,537
X302X,K25.9,531.2
X302b,K26.9,531.3
X302c,K26.9,531.3
X302f,K63.9,569
X302g,K63.2,569
X302i,K63.9,569
X302l,K55.9,441
X302t,K50.0,555.1
X302u,K50.0,555.1
X302w,K63.3,556.1
X3030,K51.0,555.21
X3032,K90.9,557
X3034,K90.4,557
X3035,K90.4,557
X3037,K90.0,557.1
X303C,K90.4,557
X303G,K91.2,569.2
X303H,K91.2,569.2
X303T,K63.2,569
X303a,K63.1,569
X303d,K62.8,565
X303e,K51.3,555.2
X303l,A06.0,008
X303n,A06.0,008
X303u,A04.7,008.52
X303v,K55.9,441
X303w,K52.8,561.1
X303x,K52.8,561.1
X303y,K52.8,561.1
X303z,K52.2,561.1
X3040,K52.8,561.1
X3047,K62.8,565
X3049,K62.7,565
X304A,K62.7,565
X304B,K62.7,565
X304F,K52.9,558
X304G,K52.9,558
X304O,K38.9,540
X304P,K57.9,562.1
X304Q,K57.3,562.1
X304R,K57.8,562.1
X304T,K57.3,562.1
X304V,K63.2,569
X304X,K63.2,569
X304b,N82.3,617
X304h,N28.8,586
X304u,K60.3,565
X304x,K61.4,565
X3050,K50.1,555.1
X3052,K63.8,569
X3056,K63.1,569
X305B,K56.6,560.4
X305C,K56.6,560.4
X305D,K56.6,560.4
X305E,K56.6,560.4
X305F,K56.6,560.4
X305K,K56.6,560.4
X305L,K56.6,560.4
X305M,K56.6,560.4
X305P,K56.6,560.4
X305S,K56.2,560.4
X305T,Q43.3,750.21
X305d,K56.2,560.4
X305e,K91.3,569.2
X305h,K59.9,564
X305j,K59.8,564
X305m,K56.0,560.1
X305p,K59.3,564
X305t,G58.8,351
X305u,K91.3,569.2
X305z,K58.9,564.1
X3061,K58.9,564.1
X3062,R10.4,785
X306A,K55.0,441.1
X306B,K55.0,441.1
X306D,K55.0,441.1
X306E,K55.0,441.1
X306F,K55.0,441.1
X306J,K55.2,569
X306K,K55.2,569
X306R,K76.9,573
X306S,Q44.7,750.22
X306T,K75.9,070.9
X306U,K75.2,070.9
X306V,K75.9,070.9
X306W,K75.0,571.8
X306e,B17.1,070.3
X306f,B17.2,070
X306h,B18.9,070
X306i,B18.1,070.2
X306j,B18.0,070.2
X306k,B18.2,070.3
X306p,K75.8,070.9
X306r,K70.1,317.11
X306s,K71.6,070.9
X306y,K76.5,573
X3070,D18.0,228
X3071,K70.9,317.11
X3072,K70.2,317.11
X3073,K70.4,571.8
X3076,K72.9,571.8
X3077,K72.9,571.8
X3079,K72.9,571.8
X307G,K73.1,070.4
X307J,K76.8,573
X307L,K74.6,571.51
X307M,K74.6,571.51
X307O,K74.6,571.51
X307Q,K74.6,571.51
X307R,K70.3,317.11
X307W,K74.0,571.51
X307Z,K74.1,571.5
X307e,E80.6,277.4
X307k,E80.6,277.4
X307o,E83.1,275.1
X307v,K76.0,571.5
X307w,K76.9,573
X3081,K83.9,575.8
X3086,K83.0,575.1
X3087,K83.8,575.8
X3088,K82.9,575.7
X3089,K81.9,574.3
X308A,K80.2,574.1
X308B,K81.0,574.3
X308C,K82.1,575.7
X308E,K83.1,575.2
X308F,K83.5,575.8
X308I,K80.2,574.1
X308J,K80.5,574.2
X308K,K80.5,574.2
X308V,K83.1,575.2
X308W,K83.8,575.8
X308X,K83.8,575.8
X308b,T85.5,859
X308u,K86.1,577.2
X308v,K86.0,577.2
X308w,K86.1,577.2
X308z,K86.1,577.2
X3094,K86.8,577
X309H,K86.9,577
X309L,K86.8,577
X309M,K31.5,537
X309O,K86.8,577
X309a,K66.9,568
X309c,K65.0,567
X309d,K65.8,567
X309e,K65.0,567
X309g,K65.8,567
X309q,R18,572
X309r,K65.0,567
X30A0,S36.9,1008
X30A3,S36.8,1008
X30A4,K66.1,568
X30AA,R18,572
X30AD,C78.6,198.3
X30AH,K66.1,568
X30AI,K66.8,568
X30AO,K66.8,568
X30AP,K66.8,568
X30AQ,K66.8,568
X30AV,N13.5,586.4
X30Aa,D48.3,199
X30Ac,K40.9,550.1
X30Ad,K40.9,550.1
X30Ae,K40.9,550.1
X30Af,K40.3,550.1
X30Ah,Q55.8,751.1
X30Am,K41.3,550.3
X30Ao,K42.0,550.4
X30As,K43.9,550.5
X30As,K43.9,550
X30Ax,K43.0,550
X30Az,K40.9,550.1
X30B1,K40.3,550.1
X30B4,K45.8,550
X30B9,K44.9,550.2
X30BA,K44.9,550.2
X30BB,K44.9,550.2
X30BC,K44.9,550.2
X30BD,K44.9,550.2
X30BH,K44.9,550.2
X30BM,K92.9,569
X30BP,R11,789
X30BS,A08.0,008.6
X30BT,A08.1,008.6
X30Bd,A05.9,008
X30Be,K92.2,578.9
X30Bg,K25.4,531.1
X30Bh,K26.4,531.1
X30Bi,K92.2,578.9
X30Bj,K92.2,578.9
X30Bk,K62.5,578.8
X30Bl,K59.0,563
X30Bm,K59.0,563
X30Bn,K52.9,558
X30Bo,K52.2,561.1
X30Bp,K52.9,558
X30Bq,K52.2,561.1
X30Br,K52.8,561.1
X30Bu,K52.8,561.1
X30Bz,K91.1,539
X30C1,R15,561
X30C2,R15,561
X30C5,R32,599.4
X30C6,R11,789
X30C7,R11,789
X30C8,R11,789
X30C9,T45.1,963.1
X30Cg,K91.4,853
X30Ci,T81.8,1011
X30Co,T81.8,1011
X30Cp,T81.8,1011
X30Ct,T81.8,1011
X30Cu,T81.8,1011
X30Cv,T81.8,1011
X30Cy,T81.8,1011
X30D0,T81.8,1011
X30Hb,N39.9,599
X30Hc,N28.9,586
X30Hd,E74.8,271.9
X30He,N28.8,586
X30Hg,N28.9,586
X30Hn,Q61.0,751.21
X30Ho,N13.6,590
X30Hu,N13.7,586.12
X30Hv,N11.1,586.4
X30Hv,N11.1,590
X30I4,N00.3,580.11
X30I7,N05.9,580.32
X30IC,N05.9,580.32
X30IG,N05.7,580.32
X30IL,N05.1,580.32
X30IM,N05.1,580.32
X30IQ,N02.8,593
X30IR,N00.5,580.11
X30IW,N05.3,580.11
X30Id,N05.0,580.32
X30Il,N19,585.2
X30Im,N17.9,585.1
X30In,N18.9,585.3
X30Io,N19,585.2
X30Ir,N14.4,580.32
X30Is,N17.9,585.1
X30Iu,T79.5,958
X30Iz,N17.9,585.1
X30J7,Q61.9,751.21
X30JA,N28.1,586.2
X30JB,Q61.5,751.21
X30JH,N27.9,586.11
X30JL,N10,590
X30JQ,N11.9,590
X30JZ,N12,590
X30Jl,E27.4,255.21
X30Jp,N25.1,588
X30Jv,E74.8,271.9
X30KK,N28.8,586
X30KP,I74.9,444
X30KQ,N28.0,586.3
X30Kz,M31.0,446.3
X30LN,N14.1,580.32
X30Lb,Q87.0,755.3
X30Lb,Q87.0,749.2
X30Lr,T80.9,1011
X30M5,T80.8,1011
X30Mk,N28.8,586
X30Mn,N13.3,595
