ctv3_code,icd10_code,phecode
H3201,J43.8,496.1
H3202,J43.8,496.1
H320z,J43.9,496.1
H322.,J43.2,496.1
H32y.,J43.8,496.1
H32y2,J43.0,496.1
H32z.,J43.9,496.1
H33..,J45.9,495
H330.,J45.0,495
H3300,J45.0,495
H330z,J45.8,495
H331.,J45.1,495
H3310,J45.1,495
H331z,J45.1,495
H332.,J45.8,495
H33z.,J45.9,495
H33z0,J46,495.2
H33z1,J45.9,495
H33zz,J45.9,495
H34..,J47,496.3
H340.,J47,496.3
H341.,J47,496.3
H34z.,J47,496.3
H35..,J67.9,500.1
H352.,J67.2,500.1
H3521,J67.2,500.1
H354.,J67.4,500.1
H357.,J67.7,500.1
H35y.,J67.8,500.1
H35z.,J67.9,500.1
H35z0,J67.9,500.1
H35z1,J67.9,500.1
H3y..,J44.9,496
H3y0.,J44.0,496.21
H3z..,J44.9,496
H40..,J60,500.2
H41..,J61,500.2
H41z.,J61,500.2
H42..,J62.8,500.2
H421.,J62.8,500.2
H422.,J62.8,500.2
H43..,J63.8,500.2
H434.,J63.4,500.2
H435.,J63.5,500.2
H440.,J66.0,500.1
H45..,J64,500.2
H46..,J68.9,500
H46z.,J68.9,500
H47..,J69.0,501
H470.,J69.0,501
H4701,J95.4,519.2
H471z,J69.1,500
H4y..,J70.8,500
H4y00,J70.0,500
H4y10,J70.1,500
H4z..,J70.9,500
H50..,J86.9,506
H5001,J86.0,506
H5010,J86.9,506
H5011,J86.9,506
H5013,J86.9,506
H5015,J86.9,506
H51..,R09.1,507
H510.,A16.5,010
H5100,J94.8,507
H5101,J92.9,507
H5102,J94.8,507
H5103,R09.1,507
H5104,R09.1,507
H5105,R09.1,507
H5107,R09.1,507
H5109,J90,507
H510z,A16.5,010
H511.,J90,507
H5110,J90,507
H51y1,J94.2,507
H51y2,J94.2,507
H51y3,J94.8,507
H51yz,J90,507
H51z.,J90,507
H51z0,J90,507
H51z1,J90,507
H52..,J93.9,506
H520.,J93.0,506
H52y.,J93.1,506
H52y0,J93.8,506
H52y1,J93.8,506
H52yz,J93.1,506
H52z.,J93.9,506
H53..,J85.3,480.5
H530.,J85.2,480.5
H5300,J85.2,480.5
H5301,J85.2,480.5
H530z,J85.2,480.5
H54..,J81,503
H5400,J18.2,503
H541.,J81,503
H541z,J81,503
H55..,J84.1,502
H560.,J84.0,504
H563.,J84.1,502
H5631,J84.1,502
H563z,J84.1,502
H56y1,J84.9,504
H57y2,D86.0,697
H58..,J98.4,510
H580.,J98.1,508
H5800,J98.1,508
H583.,J82,505
H5830,J82,505
H5831,J82,505
H583z,J82,505
H584.,J81,503
H5840,J81,503
H584z,J81,503
H58y.,J98.4,510
H58y0,J98.0,479
H58y1,J98.4,510
H58y3,J84.8,502
H58y3,J84.8,504
H58z.,J98.4,510
H590.,J96.0,509.1
H591.,J96.1,509.1
H5C..,J98.8,519.8
H5y..,J98.8,519.8
H5y10,J39.8,479
H5y12,J39.8,479
H5y2.,J98.5,479
H5y4.,J98.6,513.8
H5y40,J98.6,513.8
H5y41,J98.6,513.8
H5y4z,J98.6,513.8
H5yy.,J98.8,519.8
H5yz.,J98.9,519
Hyu00,J01.8,464
Hyu01,J02.8,465.2
Hyu02,J03.8,474.1
Hyu03,J06.8,465
Hyu0A,J15.8,480.1
Hyu0B,J16.8,480
Hyu0H,J18.8,480
Hyu10,J20.8,483
Hyu20,J30.2,476
Hyu21,J30.3,476
Hyu22,J32.8,475
Hyu23,J33.8,471
Hyu24,J34.8,479
Hyu26,J38.3,473
Hyu30,J43.8,496.1
Hyu31,J44.8,496
Hyu42,J66.8,500.1
Hyu43,J67.8,500.1
Hyu47,J69.8,500
Hyu50,J84.1,502
Hyu51,J84.8,502
Hyu51,J84.8,504
Hyu71,J93.1,506
Hyu73,J94.8,507
Hyu74,J94.9,507
J001.,K00.1,520.1
J006z,K00.6,520.2
J007.,K00.7,520
J00z.,K00.9,520
J01..,K03.9,521
J010.,K02.9,521.1
J0101,K02.2,521.1
J0107,K02.0,521.1
J010z,K02.9,521.1
J011.,K03.0,521.2
J0111,K03.0,521.2
J012.,K03.1,521.2
J013.,K03.2,521.2
J0131,K03.2,521.2
J0140,K03.3,521.4
J0141,K03.3,521.4
J01y1,K03.8,521
J01z.,K03.9,521
J020.,K04.0,522.1
J0200,K04.0,522.1
J0201,K04.0,522.1
J020z,K04.0,522.1
J022.,K04.2,522.1
J024.,K04.4,523.31
J025.,K04.7,522.5
J0251,K04.7,522.5
J025z,K04.7,522.5
J026.,K04.5,523.32
J0260,K04.5,523.32
J026z,K04.5,523.32
J0270,K04.6,522.5
J027z,K04.6,522.5
J028.,K04.8,522
J0280,K04.8,522
J028z,K04.8,522
J03..,K05.6,523
J030.,K05.0,523.1
J031.,K05.1,523.1
J0310,K05.1,523.1
J0311,K05.1,523.1
J0312,K05.1,523.1
J0313,K05.1,523.1
J0314,K05.1,523.1
J031z,K05.1,523.1
J032.,K06.0,523.1
J0320,K06.0,523.1
J033.,K05.2,523.31
J0331,K05.2,523.31
J0332,K05.2,523.31
J033z,K05.2,523.31
J034.,K05.3,523.32
J0340,K05.3,523.32
J034z,K05.3,523.32
J035.,K05.4,523.3
J0363,K03.6,523
J03y1,K06.8,523
J03y2,K09.0,526.1
J03y5,K06.8,523
J03z.,K05.6,523
J0404,K07.0,526.3
J0407,K07.0,526.3
J0408,K07.0,526.3
J0411,K07.1,526.3
J0414,K07.1,526.3
J0426,K07.2,524.3
J0427,K07.2,524.3
J042D,K07.2,524.3
J042F,K07.2,524.3
J043.,K07.3,524.3
J0437,K07.3,524.3
J0438,K01.1,520.2
J0439,K01.1,520.2
J043B,K01.1,520.2
J043C,K01.1,520.2
J043D,K01.1,520.2
J043E,K01.0,520.2
J044.,K07.4,524.3
J0450,K07.5,524
J046.,K07.6,526.41
J0460,K07.6,526.41
J0461,K07.6,526.41
J0462,K07.6,526.41
J0463,K07.6,526.41
J0464,M79.1,770
J046z,K07.6,526.41
J04z.,K07.9,524
J051.,K08.1,525
J0510,K08.1,525
J0511,K08.1,525
J0512,K08.1,525
J051z,K08.1,525
J052.,K08.2,525.2
J053.,K08.3,525
J05y.,K08.8,525
J05yz,K08.8,525
J05z.,K08.9,525
J06..,K10.9,526.9
J0601,K09.0,526.1
J0602,K05.5,523
J0603,K09.0,526.1
J0610,K09.1,526.1
J0611,K09.1,526.1
J0612,K09.1,526.1
J0613,K09.1,526.1
J062.,K09.2,526.1
J062z,K09.2,526.1
J0640,K10.2,526.5
J0643,K10.2,526.5
J0647,K10.2,526.5
J064z,K10.2,526.5
J065.,K10.3,526.5
J0650,K10.3,526.5
J065z,K10.3,526.5
J06y0,K10.0,526.9
J06y1,K10.8,526.9
J06y2,K10.0,526.9
J06y3,K10.8,526.9
J06y4,K10.8,526.9
J06y6,K10.2,526.5
J06y7,K10.8,526.9
J06z.,K10.9,526.9
J07..,K11.9,527
J070.,K11.0,527
J0700,K11.0,527
J0710,K11.1,527.1
J0711,K11.1,527.1
J0712,K11.1,527.1
J071z,K11.1,527.1
J072.,K11.2,527.2
J0722,K11.2,527.2
J0723,K11.2,527.2
J0724,K11.2,527.2
J0727,K11.2,527.2
J072z,K11.2,527.2
J073.,K11.3,528.3
J0730,K11.3,528.3
J0731,K11.3,528.3
J073z,K11.3,528.3
J074.,K11.4,527
J075.,K11.5,528.7
J0750,K11.5,528.7
J0751,K11.5,528.7
J0752,K11.5,528.7
J0753,K11.5,528.7
J0754,K11.5,528.7
J0756,K11.5,528.7
J075z,K11.5,528.7
J076.,K11.6,528.41
J0760,K11.6,528.41
J0761,K11.6,528.41
J0762,K11.6,528.41
J0763,K11.6,528.41
J076z,K11.6,528.41
J077.,K11.7,527.7
J0771,K11.7,527.7
J077z,K11.7,527.7
J07y0,K11.8,527.8
J07y1,K11.8,527.8
J07y2,K11.8,527.8
J07y4,K11.8,527.8
J07y5,K11.8,527.8
J07yz,K11.8,527.8
J07z.,K11.9,527
J08..,K13.7,528
J080.,K12.1,528.11
J0800,K12.1,528.11
J0801,K12.1,528.11
J080z,K12.1,528.11
J082.,K12.0,528.12
J0820,K12.0,528.12
J0821,K12.0,528.12
J0822,K12.0,528.12
J0823,K12.0,528.12
J082z,K12.0,528.12
J083.,K12.2,681.2
J083.,K12.2,528.3
J0830,K12.2,681.2
J0830,K12.2,528.3
J0831,K12.2,681.2
J0831,K12.2,528.3
J0832,K12.2,681.2
J0832,K12.2,528.3
J0833,K12.2,681.2
J0833,K12.2,528.3
J0834,K12.2,681.2
J0834,K12.2,528.3
J083z,K12.2,681.2
J083z,K12.2,528.3
J084.,K09.9,528.4
J0840,K09.8,706.2
J0841,K09.8,706.2
J0843,K09.8,706.2
J0844,K09.8,706.2
J084z,K09.9,528.4
J085.,K13.0,528.5
J0850,K13.0,528.5
J0851,K13.0,528.5
J0853,K13.0,528.5
J0854,K13.0,528.5
J0856,K13.0,528.5
J0858,K13.0,528.5
J085z,K13.0,528.5
J086.,K13.2,528.6
J0860,K13.2,528.6
J0861,K13.2,528.6
J0862,K13.2,528.6
J0863,K13.2,528.6
J086z,K13.2,528.6
J087.,K13.2,528.6
J0870,K13.2,528.6
J0871,K13.2,528.6
J0872,K13.2,528.6
J0874,K13.2,528.6
J087z,K13.2,528.6
J088.,K13.5,528
J08z.,K13.7,528
J08z0,K13.1,528
J08z1,K13.1,528
J08z2,K12.1,528.11
J08z4,K13.6,528
J08z6,K13.6,528
J08z7,K13.4,528
J08z8,K12.1,528.11
J08z9,K50.8,555.1
J08zA,K13.7,528
J08zz,K13.7,528
J09..,K14.9,529
J090.,K14.0,529.1
J0900,K14.0,529.1
J0901,K14.0,529.1
J090z,K14.0,529.1
J091.,K14.1,529.1
J092.,K14.2,529.1
J093.,K14.3,529
J0930,K14.3,529
J0931,K14.3,529
J093z,K14.3,529
J094.,K14.4,529
J094z,K14.4,529
J095.,K14.5,529
J096.,K14.6,529.6
J09y.,K14.8,529
J09y1,K14.8,529
J09y2,K14.8,529
J09yz,K14.8,529
J09z.,K14.9,529
J0y..,K92.9,569
J0z..,K92.9,569
J10..,K22.9,530
J100.,K22.0,530.5
J101.,K20,530.1
J1010,K20,530.1
J1011,K21.0,530.14
J1012,K20,530.1
J1015,K20,530.1
J1016,K22.1,530.12
J101y,K20,530.1
J101z,K20,530.1
J102.,K22.1,530.12
J1020,K21.9,530.11
J1021,K22.1,530.12
J1025,K22.1,530.12
J102z,K22.1,530.12
J103.,K22.2,530.3
J1030,K22.2,530.3
J1031,K22.2,530.3
J1032,Q39.4,750.11
J103z,K22.2,530.3
J104.,K22.3,530
J105.,K22.4,530.5
J106.,K22.5,530.6
J1060,K22.5,530.6
J1061,K22.5,530.6
J106z,K22.5,530.6
J107.,K22.6,530.7
J10y.,K22.8,530.2
J10y3,K22.1,530.12
J10y4,K21.9,530.11
J10yz,K22.8,530.2
J10z.,K22.9,530
J11..,K25.9,531.2
J110.,K25.3,531.2
J1100,K25.3,531.2
J1101,K25.0,531.1
J1102,K25.1,531.2
J110y,K25.3,531.2
J110z,K25.3,531.2
J111.,K25.7,531.2
J1111,K25.4,531.1
J1112,K25.5,531.2
J111z,K25.7,531.2
J11y.,K25.9,531.2
J11y0,K25.9,531.2
J11y1,K25.4,531.1
J11y2,K25.5,531.2
J11z.,K25.9,531.2
J12..,K26.9,531.3
J120.,K26.3,531.3
J1200,K26.3,531.3
J1201,K26.0,531.1
J1202,K26.1,531.3
J120y,K26.3,531.3
J120z,K26.3,531.3
J121.,K26.7,531.3
J1210,K26.7,531.3
J1211,K26.4,531.1
J1212,K26.5,531.3
J1214,K26.7,531.3
J121y,K26.7,531.3
J121z,K26.7,531.3
J124.,K26.9,531.3
J12y.,K26.9,531.3
J12y0,K26.9,531.3
J12y1,K26.4,531.1
J12y2,K26.5,531.3
J12yz,K26.9,531.3
J12z.,K26.9,531.3
J13..,K27.9,531.4
J130.,K27.3,531.4
J1300,K27.3,531.4
J1301,K27.0,531.1
J1302,K27.1,531.4
J130y,K27.3,531.4
J130z,K27.3,531.4
J131.,K27.7,531.4
J1311,K27.4,531.1
J131y,K27.7,531.4
J131z,K27.7,531.4
J13y.,K27.9,531.4
J13y2,K27.5,531.4
J13yz,K27.9,531.4
J13z.,K27.9,531.4
J14..,K28.9,531.5
J1411,K28.4,531.1
J14z.,K28.9,531.5
J15..,K29.9,535
J150.,K29.1,535.1
J151.,K29.5,535.8
J1510,K29.4,535.2
J1511,K29.5,535.8
J1512,K29.3,535.8
J151z,K29.5,535.8
J153.,K29.2,317.1
J154.,K29.6,535.8
J1540,K52.8,561.1
J1541,K29.6,535.8
J1542,K29.6,535.8
J1543,K29.6,535.8
J154z,K29.6,535.8
J155.,K29.7,535
J156.,K29.9,535
J157.,K29.8,535.6
J15z.,K29.9,535
J16..,K31.9,537
J160.,K31.8,537
J161.,K31.0,536
J162.,R11,789
J1620,R11,789
J1621,R11,789
J162z,R11,789
J16y.,K31.8,537
J16y2,K31.8,537
J16y4,K30,785
J16y5,R11,789
J16y7,K31.8,537
J16yz,K31.8,537
J16z.,K31.9,537
J16z1,K92.8,569
J17..,K31.8,537
J1700,K31.1,537
J1701,K31.1,537
J170z,K31.1,537
J171.,K31.4,537
J172.,K31.5,537
J173.,K31.5,537
J1731,K31.5,537
J1733,K31.8,537
J174.,K31.6,537
J1744,K31.6,537
J17y0,K31.3,537
J17y1,K31.8,537
J17y2,K31.8,537
J17y5,K31.8,537
J17y6,K31.8,537
J17z.,K31.9,537
J21..,K37,540.1
J22..,K36,540.1
J220.,K36,540.1
J221.,K36,540.1
J223.,K36,540.1
J22z.,K36,540.1
J23..,K38.9,540
J23z.,K38.8,540
J23z0,K38.8,540
J23z4,K38.8,540
J23z5,K38.8,540
J2z..,K38.9,540
J3...,K46.9,550
J3...,K46.9,550.5
J30..,K40.9,550.1
J301.,K40.3,550.1
J3010,K40.3,550.1
J301z,K40.3,550.1
J302.,K40.3,550.1
J3020,K40.3,550.1
J3021,K40.3,550.1
J3022,K40.0,550.1
J3023,K40.0,550.1
J302z,K40.3,550.1
J303.,K40.9,550.1
J3030,K40.9,550.1
J3031,K40.9,550.1
J3032,K40.2,550.1
J3033,K40.2,550.1
J303z,K40.9,550.1
J304.,K40.9,550.1
J305.,K40.9,550.1
J30y.,K40.9,550.1
J30y0,K40.9,550.1
J30y1,K40.9,550.1
J30y2,K40.2,550.1
J30y3,K40.2,550.1
J30yz,K40.9,550.1
J30z.,K40.9,550.1
J31..,K41.9,550.3
J310.,K41.4,550.3
J311.,K41.3,550.3
J312.,K41.3,550.3
J3120,K41.3,550.3
J3121,K41.3,550.3
J313.,K41.9,550.3
J3130,K41.9,550.3
J3132,K41.2,550.3
J313z,K41.9,550.3
J31y.,K41.9,550.3
J31y0,K41.9,550.3
J31y2,K41.2,550.3
J31yz,K41.9,550.3
J31z.,K41.9,550.3
J32..,K42.9,550.4
J321.,K42.0,550.4
J3211,K42.0,550.4
J321z,K42.0,550.4
J322.,K42.0,550.4
J3221,K42.0,550.4
J323.,K42.9,550.4
J3231,K42.9,550.4
J323z,K42.9,550.4
J32y.,K42.9,550.4
J32y1,K42.9,550.4
J32yz,K42.9,550.4
J32z.,K42.9,550.4
J33..,K43.9,550.5
J33..,K43.9,550
J3311,K43.0,550
J3321,K43.0,550
J333.,K43.9,550.5
J333.,K43.9,550
J3330,K43.9,550.5
J3330,K43.9,550
J3332,K43.9,550.5
J3332,K43.9,550
J333z,K43.9,550.5
J333z,K43.9,550
J33z.,K43.9,550.5
J33z.,K43.9,550
J33z2,K43.9,550.5
J33z2,K43.9,550
J34..,K44.9,550.2
J341.,K44.0,550.2
J342.,K44.0,550.2
J343.,K44.9,550.2
J34y.,K44.9,550.2
J34z.,K44.9,550.2
J353.,K45.8,550
J37..,K45.8,550
J37z.,K45.8,550
J38..,K45.8,550
J3A..,K45.8,550
J3By.,K45.8,550
J3C..,K43.9,550.5
J3C..,K43.9,550
J3C3.,K43.9,550.5
J3C3.,K43.9,550
J3Cz.,K43.9,550.5
J3Cz.,K43.9,550
J3y..,K45.8,550
J3y1.,K45.0,550
J3y3.,K45.8,550
J3yy.,K45.8,550
J3z..,K46.9,550
J3z..,K46.9,550.5
J3z1.,K46.0,550
J3zz.,K46.9,550
J3zz.,K46.9,550.5
J4...,K58.9,564.1
J400.,K50.0,555.1
J4000,K50.0,555.1
J4002,K50.0,555.1
J4003,K50.0,555.1
J4004,K50.0,555.1
J400z,K50.0,555.1
J401.,K50.1,555.1
J4010,K50.1,555.1
J4011,K50.1,555.1
J401z,K50.1,555.1
J402.,K50.8,555.1
J40z.,K50.9,555.1
J41..,K51.9,555.2
J410.,K51.9,555.2
J4100,K51.0,555.21
J4103,K51.2,555.21
J410z,K51.9,555.2
J41y.,K51.8,555.2
J41y0,K51.4,555.2
J41y1,K59.3,564
J41z.,K51.8,555.2
J42..,K55.9,441
J420.,K55.0,441.1
J4200,K55.0,441.1
J4201,K55.0,441.1
J4202,K55.0,441.1
J420y,K55.0,441.1
J421.,K55.1,441.2
J4210,K55.1,441.2
J4211,K55.1,441.2
J4213,K55.1,441.2
J43..,K52.8,561.1
J4301,K52.0,990
J4303,K52.0,990
J4310,K52.1,569.1
J431z,K52.1,569.1
J4320,K52.2,561.1
J4330,K52.9,558
J4331,K52.2,561.1
J4333,K52.2,561.1
J433z,K52.2,561.1
J43z.,K52.8,561.1
J4z..,K52.9,558
J4z0.,K29.6,535.8
J4z2.,K52.9,558
J4z3.,K52.9,558
J4z4.,K52.9,558
J4zz.,K52.9,558
J50..,K56.6,560.4
J500.,K56.1,560.4
J5002,K56.1,560.4
J5003,K56.1,560.4
J5004,K56.1,560.4
J5005,K56.1,560.4
J501.,K56.0,560.1
J5011,K59.8,564
J502.,K56.2,560.4
J5020,K31.8,537
J5021,K56.2,560.4
J5022,K56.2,560.4
J5023,K56.2,560.4
J502z,K56.2,560.4
J503.,K56.4,560.2
J5030,K56.3,560.4
J5031,K56.4,560.2
J50y0,K56.5,560.4
J50y0,K56.5,560.3
J50y2,K56.5,560.4
J50y2,K56.5,560.3
J50yz,K56.6,560.4
J50z.,K56.6,560.4
J50z0,K56.6,560.4
J50z2,K56.6,560.4
J50z4,K56.6,560.4
J50z5,K56.6,560.4
J50zz,K56.6,560.4
J5100,K57.1,562.1
J5101,K57.1,562.1
J5104,K57.1,562.1
J5105,K57.3,562.1
J5106,K57.3,562.1
J5107,K57.3,562.1
J5108,K57.5,562.1
J5109,K50.9,555.1
J510y,K57.9,562.1
J510z,K57.9,562.1
J5110,K57.1,562.1
J5112,K57.1,562.1
J5115,K57.3,562.1
J5116,K57.3,562.1
J5117,K57.3,562.1
J511y,K57.9,562.1
J511z,K57.9,562.1
J512.,K57.8,562.1
J5120,K57.0,562.1
J5121,K57.0,562.1
J5122,K57.0,562.1
J5125,K57.2,562.1
J5127,K57.2,562.1
J5128,K57.4,562.1
J512y,K57.8,562.1
J512z,K57.8,562.1
J51z.,K57.8,562.1
J520.,K59.0,563
J5200,K59.0,563
J5201,K59.0,563
J5202,K59.0,563
J520y,K59.0,563
J520z,K59.0,563
J521.,K58.9,564.1
J5210,K58.0,564.1
J522.,K91.1,539
J5220,K91.1,539
J5221,K91.1,539
J5222,K91.1,539
J526.,K59.4,565
J5260,K59.4,565
J526z,K59.4,565
J5270,K59.3,564
J5272,K59.3,564
J527z,K59.3,564
J528.,K59.9,564
J52y.,K59.8,564
J52y0,K59.8,564
J52yz,K59.8,564
J52z.,K59.9,564
J53..,K60.3,565
J530.,K60.2,565
J5300,K60.0,565
J5301,K60.1,565
J531.,K60.3,565
J5311,K60.3,565
J5313,K60.4,565
J531z,K60.3,565
J53z.,K60.5,565
J540.,K61.0,565
J541.,K61.3,565
J542.,K61.2,565
J543.,K61.2,565
J544.,K61.2,565
J546.,K61.1,565
J54z.,K61.2,565
J55..,K65.9,567
J5503,K65.0,567
J5521,K65.0,567
J5523,K65.0,567
J5524,K65.0,567
J5525,K65.0,567
J5526,K65.0,567
J5528,K65.0,567
J5529,K65.0,567
J552B,K65.0,567
J55y0,K65.8,567
J55y1,K65.8,567
J55y3,K65.8,567
J55yz,K65.9,567
J55z.,K65.9,567
J560.,K66.0,568.1
J5600,K66.0,568.1
J5604,K66.0,568.1
J5606,K66.0,568.1
J5608,K66.0,568.1
J5609,K66.0,568.1
J560A,K66.0,568.1
J560C,K66.0,568.1
J560E,K66.0,568.1
J560F,N99.4,568.1
J560z,K66.0,568.1
J56y0,K66.1,568
J56y2,K66.8,568
J56z.,K66.9,568
J570.,K62.0,565.1
J5700,K62.0,565.1
J5701,K62.1,565.1
J571.,K62.3,565
J5710,K62.3,565
J571z,K62.3,565
J572.,K62.4,565
J5721,K62.4,565
J572z,K62.4,565
J573.,K62.5,578.8
J5730,K62.5,578.8
J5731,K62.5,578.8
J573z,K62.5,578.8
J574.,K62.8,565
J5740,K62.6,556
J5742,K62.6,556
J5743,K62.6,556
J5745,K62.6,556
J5746,K62.6,556
J5747,K62.8,565
J5748,K62.8,565
J5749,K62.8,565
J574A,K63.1,569
J574B,K62.8,565
J574C,K62.8,565
J574F,K62.8,565
J574G,K62.8,565
J574z,K62.9,565
J5760,K91.4,853
J5770,K55.2,569
J57y0,K63.2,569
J57y1,K63.2,569
J57y6,K63.2,569
J57y7,K63.2,569
J57y9,K63.3,556.1
J57yA,K63.3,556.1
J57yB,K63.1,569
J57yC,K63.8,569
J57yF,K63.8,569
J57yH,K63.8,569
J57yJ,K59.8,564
J57yK,I89.0,450
J57yL,K63.2,569
J57yN,K63.2,569
J57yO,K63.2,569
J57z.,K63.9,569
J5z..,K63.9,569
J61..,K74.6,571.51
J610.,K70.0,317.11
J611.,K70.1,317.11
J613.,K70.9,317.11
J614.,K73.9,070.4
J6140,K73.0,070.4
J6141,K73.2,070.4
J6143,K73.0,070.4
J614y,K73.9,070.4
J614z,K73.9,070.4
J615.,K74.6,571.51
J6153,K74.6,571.51
J6155,K74.6,571.51
J615y,K74.6,571.51
J615z,K74.6,571.51
J616.,K74.5,571.6
J6160,K74.3,571.6
J616z,K74.5,571.6
J61y.,K76.8,573
J61y1,K76.0,571.5
J61y2,R16.2,579.2
J61y2,R16.2,573.3
J61y3,K74.0,571.51
J61y7,K76.0,571.5
J61yz,K76.9,573
J61z.,K76.9,573
J62..,K75.0,571.8
J620.,K75.0,571.8
J6201,K75.0,571.8
J620z,K75.0,571.8
J621.,K75.1,571.8
J622.,K72.9,571.8
J623.,K76.6,571.81
J624.,K76.7,571.8
J63..,K76.8,573
J6315,B19.9,070
J633.,K75.9,070.9
J6330,K71.6,070.9
J633z,K75.9,070.9
J634.,K76.3,573
J635.,K71.9,070.9
J6350,K71.0,070.9
J6352,K71.2,070.9
J6355,K71.5,070.4
J6355,K71.5,573
J6356,K71.7,070.9
J63y.,K76.8,573
J63z.,K76.9,573
J64..,K80.2,574.1
J640.,K80.0,574.11
J6400,K80.0,574.11
J641.,K80.1,574.12
J6410,K80.1,574.12
J6411,K80.1,574.12
J642.,K80.2,574.1
J6420,K80.2,574.1
J642z,K80.2,574.1
J643.,K80.4,574.2
J643.,K80.4,574.12
J6430,K80.4,574.2
J6430,K80.4,574.12
J643z,K80.4,574.2
J643z,K80.4,574.12
J644.,K80.4,574.2
J644.,K80.4,574.12
J645.,K80.5,574.2
J646.,K80.3,574.1
J64z.,K80.2,574.1
J64z0,K80.8,574.1
J65..,K82.9,575.7
J650.,K81.0,574.3
J6500,K81.0,574.3
J6502,K81.0,574.3
J6503,K81.0,574.3
J6504,K81.0,574.3
J650z,K81.0,574.3
J651.,K81.8,574.3
J6510,K81.1,574.3
J651y,K81.8,574.3
J651z,K81.9,574.3
J652.,K82.0,575.7
J6522,K82.0,575.7
J654.,K82.2,575.7
J6541,K82.2,575.7
J655.,K82.3,575.7
J6550,K83.3,575.8
J6553,K82.3,575.7
J656.,K82.4,575.6
J65y.,K82.8,575.7
J65y0,K82.8,575.7
J65y3,K82.8,575.7
J65y4,K82.8,575.7
J65y6,K82.8,575.7
J65yA,K82.8,575.7
J65yB,K82.8,575.7
J65yC,K82.8,575.7
J65z.,K82.9,575.7
J66..,K83.8,575.8
J660.,K91.5,575.8
J661.,K83.0,575.1
J6610,K83.0,575.1
J6611,K83.0,575.1
J6612,K83.0,575.1
J6614,K83.0,575.1
J6617,K83.0,575.1
J6618,K83.0,575.1
J6619,K83.0,575.1
J661y,K83.0,575.1
J661z,K83.0,575.1
J662.,K83.1,575.2
J6621,K83.1,575.2
J663.,K83.2,575.8
J6640,K83.3,575.8
J665.,K83.4,575.8
J66y.,K83.8,575.8
J66y2,K83.5,575.8
J66y3,K83.8,575.8
J66y4,K83.1,575.2
J66y6,K83.1,575.2
J66y7,K83.8,575.8
J66yz,K83.8,575.8
J66z.,K83.9,575.8
J67..,K86.9,577
J671.,K86.1,577.2
J672.,K86.2,577.3
J6720,K86.2,577.3
J6721,K86.3,577.3
J672z,K86.9,577
J67y0,K86.8,577
J67y1,K86.8,577
J67z.,K86.9,577
J68..,K92.2,578.9
J680.,K92.0,578.1
J681.,K92.1,578.2
J68z.,K92.2,578.9
J68z0,K92.2,578.9
J68zz,K92.2,578.9
J69..,K90.9,557
J690.,K90.0,557.1
J6901,K90.0,557.1
J690z,K90.0,557.1
J691.,K90.1,557.1
J694.,K90.3,577
J69y.,K90.8,557
J69y2,K90.4,557
J69y4,K90.4,557
J69y5,K90.4,557
J69y6,K90.4,557
J69y7,K90.8,557
J69yz,K90.8,557
J69z.,K90.9,557
J6y..,K92.8,569
J6z..,K92.9,569
Jy...,K92.8,569
Jyu04,K05.5,523
Jyu07,K08.8,525
Jyu08,K09.2,526.1
Jyu09,K09.8,706.2
Jyu0B,K11.8,527.8
Jyu0C,K12.1,528.11
Jyu0D,K13.7,528
Jyu0E,K14.8,529
Jyu0F,K06.9,523
Jyu12,K29.1,535.1
Jyu13,K29.6,535.8
Jyu20,K36,540.1
Jyu32,K45.8,550
Jyu40,K50.8,555.1
Jyu41,K51.8,555.2
Jyu42,K52.8,561.1
Jyu56,K56.7,560.1
Jyu57,K59.2,564
Jyu60,K65.8,567
Jyu61,K66.8,568
Jyu71,K74.6,571.51
Jyu77,K75.3,070.9
Jyu80,K80.8,574.1
Jyu81,K81.8,574.3
Jyu82,K82.8,575.7
Jyu84,K86.1,577.2
Jyu90,K90.8,557
Jz...,K92.9,569
K00y2,N00.1,580.11
K01..,N04.9,580.2
K010.,N04.8,580.2
K011.,N04.2,580.12
K012.,N04.5,580.11
K013.,N05.0,580.32
K014.,N04.0,580.12
K015.,N04.1,580.12
K016.,N04.2,580.12
K017.,N04.3,580.11
K019.,N04.5,580.11
K01A.,N04.6,580.11
K01z.,N04.9,580.2
K02..,N03.9,580.14
K020.,N03.3,580.12
K021.,N03.2,580.12
K022.,N05.5,580.11
K02y2,N03.1,580.12
K03..,N05.9,580.32
K031.,N05.2,580.12
K0320,N05.1,580.32
K0321,N02.9,593
K0326,N02.8,593
K032y,N05.5,580.11
K03z.,N05.9,580.32
K04..,N17.9,585.1
K040.,N17.0,585.1
K04y.,N17.8,585.1
K04z.,N17.9,585.1
K05..,N18.9,585.3
K06..,N19,585.2
K070.,N26,586.11
K072.,N26,586.11
K07z.,N26,586.11
K08..,N25.9,588
K080.,N25.0,588.1
K0803,N25.0,588.1
K080z,N25.0,588.1
K081.,N25.1,588
K08y0,N25.8,588
K08y1,E21.1,252.1
K08y4,N25.8,588
K08z.,N25.9,588
K09..,N27.9,586.11
K090.,N27.0,586.11
K091.,N27.1,586.11
K09z.,N27.9,586.11
K0A..,N05.9,580.32
K0A2.,N02.9,593
K0A25,N02.5,580.11
K0A3.,N03.9,580.14
K0A31,N03.1,580.12
K0A41,N06.1,580.32
